{'opt': 'adam', 'truncate': -1, 'feat': 'basic', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 400, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  85
# of lbls:  17
(1079622, 85) (272309, 85)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 428358.633620 Error: 0.201629 Time: 90.748480 seconds
Dev Err: 0.211440 Time: 6.398328 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	343	3	129	449	0	0	11	2	0	0	0	13	97	67	7	0	2
b-MISC	151	174	212	623	0	0	11	3	0	0	1	32	282	51	28	0	26
b-ORG	159	16	862	1133	0	0	9	1	0	0	0	10	173	133	32	67	27
b-PER	31	2	56	6098	0	0	16	48	0	0	0	60	56	6	3	0	3
i-LOC	0	0	0	23	76	1	69	116	6	0	0	4	81	3	0	0	0
i-MISC	0	1	10	146	23	21	128	162	10	0	6	129	353	0	0	0	0
i-ORG	5	0	15	383	18	7	664	357	24	1	8	314	482	33	0	10	0
i-PER	0	0	0	101	4	0	11	1244	0	0	0	55	134	17	0	0	0
l-LOC	0	0	0	27	0	0	6	4	379	9	16	663	124	76	0	0	0
l-MISC	0	0	0	19	0	0	25	0	80	181	41	760	367	27	0	0	10
l-ORG	0	2	0	29	0	0	31	6	100	14	556	1579	253	84	0	14	11
l-PER	0	0	0	36	0	0	5	1	17	1	6	8084	69	17	0	18	17
o	9	9	132	1563	1	2	261	351	87	15	39	3983	208521	952	106	61	125
u-LOC	24	0	69	381	0	0	1	0	9	1	5	587	1338	7602	388	29	294
u-MISC	8	14	77	298	0	0	6	0	1	0	16	331	1241	1327	987	15	125
u-ORG	7	0	143	285	0	0	1	1	2	0	18	325	1179	1025	144	2552	471
u-PER	2	0	1	168	0	0	0	0	0	0	2	495	1079	975	49	62	1195
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	82	0	28	98	0	0	1	0	0	0	0	2	15	13	0	0	0
B-MISC	31	28	40	104	0	0	2	1	0	0	0	5	49	9	5	0	5
B-ORG	28	4	162	188	0	0	1	0	0	0	0	2	25	19	2	10	4
B-PER	6	0	10	1182	0	0	3	5	0	0	0	8	10	0	0	0	1
I-LOC	0	0	0	6	0	0	10	3	1	0	0	1	5	0	0	0	0
I-MISC	0	0	2	26	0	0	20	3	2	0	0	25	37	0	0	0	0
I-ORG	1	0	3	64	0	0	96	14	3	0	1	53	48	9	0	7	0
I-PER	0	0	0	29	0	0	1	9	0	0	0	11	19	4	0	0	0
L-LOC	0	0	0	5	0	0	1	1	74	2	3	123	19	11	0	0	0
L-MISC	0	0	0	4	0	0	3	0	18	27	8	139	73	4	0	0	3
L-ORG	0	0	0	5	0	0	4	1	21	0	98	254	47	11	0	2	2
L-PER	0	0	0	5	0	0	1	0	3	0	2	1199	7	2	0	3	3
O	1	2	23	351	0	0	64	21	12	3	8	817	41256	147	16	14	24
U-LOC	0	0	12	46	0	0	0	0	0	0	1	83	154	1175	70	5	47
U-MISC	1	2	11	38	0	0	1	0	0	0	2	43	147	201	168	4	19
U-ORG	1	0	16	44	0	0	0	0	0	0	3	41	134	171	24	379	67
U-PER	1	0	0	20	0	0	0	0	0	0	0	68	160	149	9	10	187
f1:  (89.7979050660021, 56.15720524017467, 54.4730599796679, 55.30231358045927)
...training the model
Epoch: 1 Loss: 0.541631 Error: 0.140333 Time: 96.506131 seconds
Dev Err: 0.110062 Time: 6.415103 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	382	1	141	365	0	0	12	4	0	0	0	2	126	83	7	0	0
b-MISC	208	118	277	498	0	0	15	1	0	0	0	15	324	98	20	0	20
b-ORG	219	4	1032	831	0	0	13	0	0	0	0	7	237	133	48	69	29
b-PER	70	0	74	5996	0	0	34	61	0	0	0	45	66	31	1	0	1
i-LOC	0	2	1	15	82	1	80	94	6	0	0	3	90	5	0	0	0
i-MISC	1	3	21	149	25	9	162	128	16	0	10	75	390	0	0	0	0
i-ORG	15	1	56	316	24	6	798	232	35	0	14	179	608	27	0	10	0
i-PER	1	0	0	82	7	0	14	1246	0	0	0	38	162	16	0	0	0
l-LOC	0	0	0	25	0	0	25	4	403	5	26	560	129	127	0	0	0
l-MISC	0	0	0	21	0	0	41	0	98	171	49	621	423	74	3	0	9
l-ORG	0	0	0	41	0	0	51	2	113	11	719	1216	355	135	1	30	5
l-PER	0	0	0	48	0	0	7	8	40	2	9	7934	113	68	0	27	15
o	19	5	170	1138	2	1	244	215	42	13	37	1838	210799	1403	115	66	110
u-LOC	47	0	75	325	0	0	0	0	8	0	9	366	1418	7912	330	20	218
u-MISC	18	8	113	227	0	0	10	0	0	0	0	193	1220	1624	943	17	73
u-ORG	8	0	104	244	0	0	4	0	1	1	11	213	1118	1184	128	2714	423
u-PER	1	0	5	150	0	0	0	1	0	0	0	351	1039	1263	46	92	1080
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	90	0	25	84	0	0	2	1	0	0	0	0	22	15	0	0	0
B-MISC	45	23	42	90	0	0	3	0	0	0	0	3	47	21	3	0	2
B-ORG	42	0	195	139	0	0	1	0	0	0	0	1	31	17	4	10	5
B-PER	13	0	12	1168	0	0	6	5	0	0	0	7	9	5	0	0	0
I-LOC	0	0	0	3	0	0	13	3	1	0	0	1	5	0	0	0	0
I-MISC	0	1	4	24	0	0	23	3	2	0	1	15	42	0	0	0	0
I-ORG	3	0	6	51	0	0	115	10	6	0	1	28	63	9	0	7	0
I-PER	0	0	0	22	0	0	2	18	0	0	0	6	21	4	0	0	0
L-LOC	0	0	0	5	0	0	4	0	81	0	4	104	21	20	0	0	0
L-MISC	0	0	0	6	0	0	7	0	21	26	8	116	78	15	0	0	2
L-ORG	0	0	0	7	0	0	7	0	21	0	126	200	58	22	0	4	0
L-PER	0	0	0	6	0	0	1	0	9	0	2	1176	10	12	0	5	4
O	4	1	27	257	0	0	54	19	4	3	6	392	41709	228	20	13	22
U-LOC	7	0	11	49	0	0	0	0	1	0	2	50	162	1216	54	5	36
U-MISC	3	2	15	28	0	0	2	0	0	0	0	28	142	246	156	6	9
U-ORG	1	0	14	33	0	0	1	0	1	0	1	25	121	191	21	408	63
U-PER	0	0	1	18	0	0	0	0	0	0	0	50	143	196	6	12	178
f1:  (90.89404618200227, 56.06086510514617, 55.557438156557104, 55.80801633903497)
...training the model
Epoch: 1 Loss: 0.542123 Error: 0.140340 Time: 96.612028 seconds
Dev Err: 0.107800 Time: 6.392912 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	423	0	149	333	0	0	18	2	0	0	4	2	124	62	6	0	0
b-MISC	267	176	255	431	0	0	26	0	1	0	2	12	281	81	24	1	37
b-ORG	293	5	1071	730	0	0	19	0	0	0	0	7	213	142	31	80	31
b-PER	102	2	103	5948	0	0	55	30	2	0	0	43	64	23	5	1	1
i-LOC	0	0	3	11	86	0	101	74	9	0	0	0	93	2	0	0	0
i-MISC	4	0	24	141	34	22	211	81	21	0	11	62	378	0	0	0	0
i-ORG	19	0	80	205	33	1	1030	166	54	0	7	155	517	44	0	10	0
i-PER	0	0	0	89	14	0	29	1192	0	0	0	32	190	15	0	0	5
l-LOC	0	0	0	25	0	0	35	2	428	4	36	513	145	111	1	0	4
l-MISC	0	0	0	9	0	0	51	0	155	163	67	518	459	75	5	1	7
l-ORG	0	3	6	21	0	0	71	0	171	11	889	990	366	123	1	21	6
l-PER	0	0	0	27	0	0	9	2	69	0	18	7859	168	77	0	19	23
o	31	11	211	964	5	1	411	163	136	9	48	1374	211153	1426	115	49	110
u-LOC	86	0	76	210	0	0	2	0	9	0	21	309	1450	7998	252	27	288
u-MISC	29	13	118	181	0	0	16	0	1	0	18	209	1224	1795	731	15	96
u-ORG	12	0	122	187	0	0	5	0	3	0	22	147	1250	1140	109	2705	451
u-PER	3	0	7	145	0	0	2	0	0	0	9	342	1105	1155	50	130	1080
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	94	0	35	75	0	0	4	0	0	0	0	0	20	11	0	0	0
B-MISC	59	27	50	75	0	0	4	0	0	0	0	2	42	11	3	0	6
B-ORG	55	0	202	125	0	0	2	0	0	0	0	1	26	18	1	10	5
B-PER	16	1	19	1156	0	0	9	2	1	0	0	7	10	3	1	0	0
I-LOC	0	0	0	1	0	0	18	1	1	0	0	0	5	0	0	0	0
I-MISC	1	0	4	22	0	0	35	0	2	0	2	11	38	0	0	0	0
I-ORG	3	0	13	34	0	0	145	3	5	0	0	25	53	11	0	7	0
I-PER	0	0	0	23	0	0	4	13	0	0	0	6	22	4	0	0	1
L-LOC	0	0	0	4	0	0	6	1	85	0	5	95	23	19	0	0	1
L-MISC	0	0	0	2	0	0	10	0	33	25	13	98	81	13	1	0	3
L-ORG	0	1	1	3	0	0	10	0	31	0	152	163	61	19	0	3	1
L-PER	0	0	0	3	0	0	1	0	16	0	2	1171	13	12	0	3	4
O	5	1	36	220	0	0	91	12	25	2	10	288	41793	226	18	11	21
U-LOC	11	0	13	29	0	0	0	0	0	0	4	39	162	1241	44	6	44
U-MISC	3	2	15	28	0	0	3	0	1	0	1	30	134	280	125	5	10
U-ORG	3	0	19	30	0	0	1	0	1	0	3	18	135	178	21	404	67
U-PER	1	0	0	19	0	0	0	0	0	0	1	53	149	175	9	18	179
f1:  (91.14131069662396, 56.612569060773474, 55.557438156557104, 56.080041046690624)
...training the model
Epoch: 1 Loss: 0.540029 Error: 0.140549 Time: 96.523913 seconds
Dev Err: 0.116577 Time: 6.397971 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	321	3	154	414	0	0	14	2	0	0	0	11	112	86	6	0	0
b-MISC	135	176	244	592	0	0	26	1	2	0	2	14	266	88	33	0	15
b-ORG	170	7	985	953	0	0	31	0	0	0	0	15	207	134	25	71	24
b-PER	58	2	65	6056	0	0	28	35	0	0	0	36	54	38	4	1	2
i-LOC	0	0	1	30	77	0	85	95	3	0	0	1	82	5	0	0	0
i-MISC	0	4	14	153	25	20	205	122	8	0	12	77	347	1	0	1	0
i-ORG	6	0	62	292	28	1	1013	207	21	0	14	174	459	34	0	10	0
i-PER	0	0	0	98	10	0	18	1229	0	0	0	42	151	18	0	0	0
l-LOC	0	0	2	32	0	0	35	4	369	3	43	564	128	123	1	0	0
l-MISC	0	0	0	23	0	0	42	0	104	152	81	634	394	62	0	8	10
l-ORG	0	1	3	31	0	0	78	0	108	4	836	1156	284	140	0	37	1
l-PER	0	0	0	50	0	0	12	1	61	1	15	7867	104	88	1	54	17
o	21	11	157	1533	0	0	437	256	84	9	43	2478	209186	1764	97	61	80
u-LOC	35	1	80	422	0	0	16	0	9	0	15	399	1210	8001	245	40	255
u-MISC	14	7	122	312	0	0	13	0	2	0	13	301	1041	1880	633	27	81
u-ORG	6	1	129	286	0	0	6	0	2	0	20	257	1181	1142	101	2660	362
u-PER	2	0	5	194	0	0	1	0	0	0	3	374	1051	1247	41	127	983
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	70	1	35	92	0	0	2	0	0	0	0	2	18	19	0	0	0
B-MISC	31	25	47	103	0	0	4	0	0	0	0	3	44	12	8	0	2
B-ORG	30	1	184	168	0	0	1	0	0	0	0	1	26	18	2	10	4
B-PER	7	1	11	1179	0	0	4	3	0	0	0	4	11	4	1	0	0
I-LOC	0	0	0	8	0	0	13	2	0	0	0	0	3	0	0	0	0
I-MISC	0	1	3	25	0	0	32	0	0	0	2	16	36	0	0	0	0
I-ORG	1	0	6	44	0	0	142	8	3	0	2	29	48	9	0	7	0
I-PER	0	0	0	24	0	0	2	16	0	0	0	9	18	4	0	0	0
L-LOC	0	0	1	5	0	0	4	1	77	0	6	102	22	21	0	0	0
L-MISC	0	0	0	6	0	0	7	0	16	22	15	121	77	11	0	3	1
L-ORG	0	0	1	5	0	0	11	0	22	0	145	186	48	22	0	5	0
L-PER	0	0	0	5	0	0	1	0	13	0	2	1171	9	11	0	10	3
O	5	2	24	327	0	0	100	16	12	2	6	479	41424	320	15	12	15
U-LOC	3	0	10	58	0	0	2	0	0	0	3	55	128	1255	42	5	32
U-MISC	1	1	22	41	0	0	2	0	0	0	2	39	120	286	107	7	9
U-ORG	2	0	22	41	0	0	0	0	1	0	4	34	127	189	18	391	51
U-PER	1	0	1	28	0	0	0	0	0	0	0	49	150	187	7	18	163
f1:  (90.28269927183521, 53.67634854771784, 54.79498475093189, 54.229898549509514)
...training the model
Epoch: 1 Loss: 0.549062 Error: 0.140071 Time: 96.649502 seconds
Dev Err: 0.125703 Time: 6.396676 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	386	1	118	409	0	0	16	3	0	0	0	15	117	50	8	0	0
b-MISC	200	196	181	559	0	0	24	5	2	0	4	35	271	47	54	0	16
b-ORG	242	11	931	954	0	0	13	3	0	0	0	15	218	122	39	21	53
b-PER	48	1	58	6010	0	0	13	91	0	0	0	58	70	24	5	0	1
i-LOC	0	1	0	17	85	1	65	108	6	0	0	7	86	3	0	0	0
i-MISC	2	0	16	121	28	24	139	171	14	0	6	110	357	1	0	0	0
i-ORG	11	0	12	351	29	0	683	335	29	0	8	282	542	33	0	6	0
i-PER	1	0	0	81	9	0	8	1257	0	0	0	46	148	16	0	0	0
l-LOC	0	0	0	24	0	0	10	8	395	2	15	653	118	79	0	0	0
l-MISC	0	0	0	8	0	0	26	1	98	170	28	758	392	26	1	0	2
l-ORG	0	0	0	33	0	1	28	5	110	5	572	1553	298	57	0	13	4
l-PER	0	0	0	42	0	0	9	30	36	0	13	7990	81	33	0	26	11
o	29	5	168	1363	3	0	213	456	100	8	11	5050	207648	886	142	64	71
u-LOC	55	0	63	327	0	0	1	0	8	0	8	784	1557	7236	401	15	273
u-MISC	24	10	125	261	0	0	9	0	4	0	4	504	1367	1180	844	9	105
u-ORG	12	5	92	237	0	0	3	1	1	0	14	369	1335	895	142	2647	400
u-PER	2	1	1	149	0	0	1	1	0	0	4	568	1189	966	77	64	1005
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	86	0	29	90	0	0	3	0	0	0	0	3	17	10	1	0	0
B-MISC	41	31	31	97	0	0	5	1	0	0	0	6	49	8	8	0	2
B-ORG	41	3	177	161	0	0	1	0	0	0	0	2	28	16	5	3	8
B-PER	8	0	12	1167	0	0	2	9	0	0	0	9	13	4	1	0	0
I-LOC	0	0	0	3	0	0	12	5	1	0	0	1	4	0	0	0	0
I-MISC	0	0	2	20	0	0	26	6	2	0	0	24	35	0	0	0	0
I-ORG	2	0	3	59	0	0	102	18	4	0	1	45	51	9	0	5	0
I-PER	0	0	0	20	0	0	1	22	0	0	0	9	17	4	0	0	0
L-LOC	0	0	0	3	0	0	2	1	82	0	3	120	18	10	0	0	0
L-MISC	0	0	0	2	0	0	4	1	24	26	4	136	77	4	0	0	1
L-ORG	0	0	0	5	0	0	3	0	23	0	103	250	51	7	0	2	1
L-PER	0	0	0	3	0	0	2	0	8	0	2	1190	10	5	0	4	1
O	5	2	29	312	0	0	46	53	16	2	1	1025	41080	139	25	13	11
U-LOC	8	0	10	46	0	0	0	0	1	0	1	109	178	1132	63	3	42
U-MISC	3	2	22	33	0	0	2	0	1	0	1	69	168	176	143	2	15
U-ORG	1	1	15	32	0	0	1	0	0	0	3	53	154	150	25	392	53
U-PER	1	0	0	18	0	0	0	0	0	0	1	84	169	143	16	9	163
f1:  (89.3578910478564, 57.53199268738574, 53.32090816672314, 55.3464650017587)
...training the model
Epoch: 1 Loss: 0.539412 Error: 0.139973 Time: 96.617911 seconds
Dev Err: 0.116805 Time: 6.405941 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	481	4	92	338	0	0	16	2	0	0	0	6	117	62	5	0	0
b-MISC	355	176	156	433	0	0	34	2	3	0	0	29	266	90	31	0	19
b-ORG	435	7	857	807	0	0	16	0	0	0	0	4	198	187	16	66	29
b-PER	133	2	50	5958	0	0	26	64	1	0	0	48	61	28	6	0	2
i-LOC	0	0	1	16	91	0	65	93	16	0	0	1	93	3	0	0	0
i-MISC	0	5	19	142	26	24	163	118	23	0	7	81	379	0	0	1	1
i-ORG	24	0	39	320	45	0	799	223	57	0	7	211	552	34	0	10	0
i-PER	1	0	0	89	10	0	20	1225	0	0	0	44	160	17	0	0	0
l-LOC	0	0	2	19	0	0	13	5	456	2	29	541	134	98	0	5	0
l-MISC	0	0	0	20	0	0	33	0	152	163	46	632	400	55	2	3	4
l-ORG	0	0	0	31	0	0	33	1	187	6	654	1299	341	106	0	16	5
l-PER	0	0	0	30	0	0	9	2	88	0	17	7887	127	71	1	26	13
o	62	7	161	1395	5	1	319	286	150	9	24	2395	209569	1610	88	59	77
u-LOC	91	0	41	323	0	0	2	0	13	0	15	440	1351	7978	255	18	201
u-MISC	49	12	100	237	0	0	13	0	8	0	12	276	1202	1758	680	16	83
u-ORG	20	0	120	268	0	0	3	0	2	0	14	201	1289	1278	96	2526	336
u-PER	2	0	3	171	0	0	0	0	0	0	5	367	1138	1242	43	79	978
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	110	1	19	75	0	0	4	0	0	0	0	1	17	12	0	0	0
B-MISC	76	24	28	77	0	0	4	0	0	0	0	4	42	15	6	0	3
B-ORG	82	2	156	138	0	0	1	0	0	0	0	0	25	25	1	11	4
B-PER	23	1	9	1157	0	0	6	5	0	0	0	7	11	4	2	0	0
I-LOC	0	0	0	3	0	0	13	2	3	0	0	0	5	0	0	0	0
I-MISC	0	0	4	24	0	0	28	2	3	0	0	16	38	0	0	0	0
I-ORG	4	0	7	54	0	0	118	4	8	0	1	35	52	9	0	7	0
I-PER	0	0	0	23	0	0	2	14	0	0	0	10	20	4	0	0	0
L-LOC	0	0	0	3	0	0	2	1	91	1	6	95	23	16	0	1	0
L-MISC	0	0	0	3	0	0	6	0	28	24	6	122	76	11	1	1	1
L-ORG	0	0	0	4	0	0	5	0	36	0	115	211	57	14	0	2	1
L-PER	0	0	0	4	0	0	2	0	18	0	4	1168	13	10	0	4	2
O	9	1	23	308	0	0	76	21	24	2	4	482	41496	278	13	10	12
U-LOC	10	0	5	37	0	0	0	0	0	0	2	62	149	1257	42	2	27
U-MISC	6	2	15	29	0	0	3	0	1	0	0	39	138	276	112	3	13
U-ORG	2	0	23	35	0	0	0	0	1	0	3	27	144	211	17	371	46
U-PER	1	0	0	21	0	0	0	0	0	0	1	55	153	190	8	12	163
f1:  (90.29243409524551, 54.58418541240627, 54.26973907150119, 54.426508071367884)
...training the model
Epoch: 1 Loss: 0.537902 Error: 0.139434 Time: 96.879619 seconds
Dev Err: 0.107734 Time: 6.414173 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	415	0	161	336	0	0	12	3	0	0	1	2	139	48	6	0	0
b-MISC	216	168	251	475	0	0	37	2	0	0	3	12	303	55	36	1	35
b-ORG	272	2	1052	801	0	0	20	0	0	0	0	6	239	104	46	58	22
b-PER	95	1	106	5965	0	0	45	42	0	0	0	38	62	19	3	0	3
i-LOC	0	0	0	13	89	0	102	64	6	0	0	0	104	1	0	0	0
i-MISC	0	0	20	140	27	22	213	86	19	0	10	63	387	2	0	0	0
i-ORG	5	1	72	221	39	1	1045	159	31	0	20	135	554	29	0	9	0
i-PER	2	0	0	65	14	0	26	1202	0	0	0	39	198	17	0	0	3
l-LOC	0	0	2	31	0	0	29	4	474	2	39	446	180	92	2	3	0
l-MISC	0	0	0	16	0	0	49	0	146	170	83	522	459	55	4	1	5
l-ORG	0	0	1	35	0	0	69	4	161	9	941	910	411	115	0	21	2
l-PER	0	0	0	15	0	0	12	2	80	0	24	7823	225	40	0	26	24
o	33	26	194	1013	2	1	466	183	99	11	45	1210	211551	1100	106	66	111
u-LOC	56	2	85	340	0	0	8	0	10	0	17	275	1761	7533	313	33	295
u-MISC	26	7	117	235	0	0	12	0	5	0	6	198	1379	1476	876	18	91
u-ORG	6	4	129	258	0	0	3	0	3	0	23	143	1506	996	133	2510	439
u-PER	3	0	4	175	0	0	0	0	0	0	10	294	1222	1070	45	69	1136
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	95	0	34	76	0	0	2	1	0	0	0	0	21	10	0	0	0
B-MISC	44	25	50	86	0	0	5	0	0	0	0	2	46	10	6	0	5
B-ORG	51	0	196	139	0	0	1	0	0	0	0	1	28	13	4	10	2
B-PER	18	0	21	1158	0	0	8	5	0	0	0	5	8	1	0	0	1
I-LOC	0	0	0	3	0	0	18	0	1	0	0	0	4	0	0	0	0
I-MISC	0	0	3	22	0	0	35	0	3	0	0	13	39	0	0	0	0
I-ORG	1	0	9	34	0	0	153	4	6	0	1	22	53	9	0	7	0
I-PER	1	0	0	18	0	0	2	17	0	0	0	9	21	4	0	0	1
L-LOC	0	0	0	5	0	0	4	1	101	0	8	83	24	13	0	0	0
L-MISC	0	0	0	4	0	0	13	0	28	27	16	96	80	13	1	0	1
L-ORG	0	0	0	7	0	0	10	0	33	0	163	152	58	19	0	3	0
L-PER	0	0	0	1	0	0	3	0	18	0	2	1167	20	6	0	4	4
O	7	6	34	212	0	0	107	14	17	2	4	256	41882	170	15	13	20
U-LOC	6	1	13	46	0	0	1	0	0	0	2	41	198	1179	52	5	49
U-MISC	3	1	20	34	0	0	2	0	1	0	1	31	153	229	144	6	12
U-ORG	2	0	20	35	0	0	0	0	1	0	3	19	171	160	22	386	61
U-PER	1	0	1	23	0	0	0	0	0	0	1	43	161	164	10	8	192
f1:  (91.28343911841439, 57.557932263814614, 54.710267705862414, 56.09798471160528)
...training the model
Epoch: 1 Loss: 0.539164 Error: 0.139914 Time: 96.903346 seconds
Dev Err: 0.107051 Time: 6.399343 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	405	0	137	353	0	0	17	2	0	0	0	10	134	58	7	0	0
b-MISC	216	198	216	491	0	0	35	3	0	0	1	11	297	54	46	0	26
b-ORG	252	11	1066	799	1	0	27	0	0	0	0	9	232	67	61	61	36
b-PER	98	0	88	5959	0	0	28	58	0	0	0	39	77	25	6	0	1
i-LOC	0	0	0	15	95	1	88	87	7	0	0	0	85	1	0	0	0
i-MISC	0	1	14	129	29	34	183	128	18	0	7	67	379	0	0	0	0
i-ORG	11	1	58	247	28	12	962	244	27	0	7	158	541	14	1	10	0
i-PER	0	0	0	65	13	0	16	1237	0	0	0	32	184	17	0	0	2
l-LOC	0	0	0	44	0	0	30	5	428	5	28	543	126	88	4	3	0
l-MISC	0	0	1	21	0	0	55	0	144	173	47	595	425	36	6	2	5
l-ORG	0	0	0	42	0	0	66	6	177	10	762	1167	338	90	2	17	2
l-PER	0	0	0	35	0	0	10	19	49	1	13	7883	159	40	0	35	27
o	32	2	164	1037	4	2	340	228	171	9	36	1529	211672	704	134	62	91
u-LOC	71	0	133	322	0	0	16	0	7	0	9	371	1876	7166	449	32	276
u-MISC	25	15	127	227	0	0	17	0	0	0	42	205	1443	1039	1180	18	108
u-ORG	15	0	129	222	0	0	4	0	5	0	14	173	1330	834	181	2841	405
u-PER	3	0	5	161	0	0	0	0	0	0	3	333	1282	961	82	101	1097
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	97	0	30	77	0	0	2	0	0	0	0	3	20	10	0	0	0
B-MISC	48	33	40	83	0	0	5	0	0	0	0	2	47	9	9	0	3
B-ORG	44	2	197	140	0	0	2	0	0	0	0	1	31	8	6	8	6
B-PER	20	0	18	1153	0	0	6	3	0	0	0	6	14	3	2	0	0
I-LOC	0	0	0	3	0	0	18	2	1	0	0	0	2	0	0	0	0
I-MISC	0	0	2	21	0	2	27	3	3	0	0	13	44	0	0	0	0
I-ORG	1	0	10	37	0	0	144	12	4	0	1	25	53	5	0	7	0
I-PER	0	0	0	20	0	0	1	22	0	0	0	4	22	4	0	0	0
L-LOC	0	0	0	8	0	0	5	1	89	1	5	99	21	10	0	0	0
L-MISC	0	0	0	5	0	0	12	0	30	27	9	106	79	8	1	1	1
