{'opt': 'adam', 'truncate': -1, 'feat': 'basic_seg_cap', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 300, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z', 'is_capital', 'isspace', 'wend', 'wstart']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  89
# of lbls:  17
(1079622, 89) (272309, 89)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 256391.778696 Error: 0.200156 Time: 136.234187 seconds
Dev Err: 0.376337 Time: 8.707991 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
U-LOC	3	0	1	17	0	0	0	0	4	0	0	12	87	1322	47	12	88
U-MISC	3	2	6	41	0	0	1	0	1	1	0	29	55	253	193	13	39
U-ORG	4	2	2	12	0	0	0	1	1	0	2	12	57	188	19	452	128
U-PER	0	3	0	10	0	0	0	0	0	0	0	32	101	184	8	26	240
f1:  (92.08558856742339, 58.22336659156743, 61.301253812267035, 59.722680752723676)
...training the model
Epoch: 1 Loss: 0.408495 Error: 0.114290 Time: 136.618537 seconds
Dev Err: 0.095098 Time: 8.729336 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	497	0	82	392	0	0	10	3	3	0	0	12	61	49	10	1	3
b-MISC	304	219	278	428	0	0	8	0	0	0	2	18	183	44	58	5	47
b-ORG	251	13	1281	680	0	0	10	0	0	0	0	0	108	100	53	90	36
b-PER	112	1	73	6047	0	1	20	16	2	0	0	43	16	22	2	0	24
i-LOC	0	0	0	14	116	0	78	94	15	0	2	7	53	0	0	0	0
i-MISC	7	13	12	138	62	40	220	128	30	0	16	48	270	2	0	0	3
i-ORG	11	0	97	174	50	5	1149	199	35	0	60	86	359	86	0	8	2
i-PER	0	0	0	35	20	5	28	1298	0	0	0	46	103	22	0	0	9
l-LOC	0	0	0	10	0	0	9	5	552	3	71	484	77	76	13	2	2
l-MISC	0	0	0	12	0	0	10	0	259	167	207	478	273	82	0	5	17
l-ORG	0	0	0	9	0	0	42	0	218	4	1200	867	119	123	3	59	35
l-PER	0	0	5	8	0	0	1	3	140	0	50	7900	22	62	4	34	42
o	40	10	147	1008	29	4	230	219	51	0	63	558	211094	1950	249	122	443
u-LOC	41	1	18	79	0	0	0	0	16	0	3	117	632	8551	433	87	750
u-MISC	27	6	75	197	0	0	5	0	6	1	1	208	432	1534	1541	49	364
u-ORG	14	2	27	63	0	0	2	0	4	1	12	109	469	1161	188	3057	1044
u-PER	0	3	2	46	0	0	0	1	2	0	2	228	566	1276	67	131	1704
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	114	0	13	87	0	0	2	1	1	0	0	1	11	8	1	0	0
B-MISC	63	37	39	78	0	0	2	0	0	0	1	3	34	7	7	1	7
B-ORG	48	3	212	123	0	0	1	0	0	0	0	0	19	15	5	16	3
B-PER	22	0	11	1168	0	0	3	2	1	0	0	6	3	4	0	0	5
I-LOC	0	0	0	3	0	0	11	1	2	0	0	2	7	0	0	0	0
I-MISC	1	3	1	17	0	2	32	9	3	0	3	9	33	1	0	0	1
I-ORG	2	0	13	25	0	1	137	8	6	0	10	12	65	13	0	7	0
I-PER	0	0	0	8	0	1	2	23	0	0	0	10	22	5	0	0	2
L-LOC	0	0	0	1	0	0	2	1	114	1	9	81	19	9	2	0	0
L-MISC	0	0	0	2	0	0	1	0	55	25	36	84	58	13	0	1	4
L-ORG	0	0	0	1	0	0	6	0	46	0	191	130	32	23	1	10	5
L-PER	0	0	1	1	0	0	0	0	26	0	9	1159	7	9	1	6	6
O	11	2	18	196	0	0	28	4	8	0	12	88	41960	304	34	24	70
U-LOC	5	0	3	8	0	0	0	0	3	0	0	13	78	1298	64	13	108
U-MISC	4	1	11	27	0	0	1	0	1	0	0	27	52	216	233	14	50
U-ORG	3	0	6	8	0	0	1	0	1	0	2	12	57	167	31	454	138
U-PER	0	1	0	1	0	0	0	0	0	0	0	32	91	181	12	18	268
f1:  (92.27639110626534, 58.29760203271399, 62.19925449000338, 60.18526108697434)
...training the model
Epoch: 1 Loss: 0.405476 Error: 0.114380 Time: 138.358590 seconds
Dev Err: 0.100599 Time: 8.723394 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	474	12	53	432	0	0	12	4	4	0	2	10	58	55	2	2	3
b-MISC	308	248	215	478	0	0	11	2	0	0	1	20	176	38	50	3	44
b-ORG	310	22	1142	825	0	0	12	0	0	0	1	10	98	97	18	28	59
b-PER	92	3	44	6100	0	1	14	30	0	0	0	47	15	24	1	0	8
i-LOC	0	0	0	13	106	6	74	111	12	0	0	11	46	0	0	0	0
i-MISC	6	12	10	122	53	54	207	173	16	4	13	53	264	0	0	0	2
i-ORG	12	0	27	225	44	13	1142	260	32	4	50	105	336	63	0	8	0
i-PER	0	0	0	36	14	1	15	1341	0	0	0	46	86	25	0	0	2
l-LOC	0	0	0	6	0	0	9	7	505	14	65	564	67	57	10	0	0
l-MISC	0	0	0	8	0	1	24	8	219	183	149	578	258	70	0	3	9
l-ORG	0	0	0	8	0	2	39	1	177	9	1036	1145	105	118	2	22	15
l-PER	0	0	0	13	0	0	2	14	80	0	24	8027	19	51	3	26	12
o	71	10	147	1347	34	12	191	398	72	9	68	1202	210383	1658	191	78	346
u-LOC	88	4	14	229	0	0	0	0	37	0	5	370	586	8603	291	51	450
u-MISC	59	17	69	363	0	0	5	0	11	1	6	380	373	1719	1215	38	190
u-ORG	35	3	24	105	0	0	2	5	6	2	19	268	457	1399	106	2865	857
u-PER	3	2	3	119	0	0	0	1	0	0	0	363	540	1340	47	119	1491
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	108	1	9	96	0	0	2	1	1	0	0	1	10	10	0	0	0
B-MISC	65	42	28	85	0	0	2	0	0	0	0	5	31	4	8	1	8
B-ORG	64	4	186	144	0	0	1	0	0	0	0	2	16	14	2	4	8
B-PER	18	1	7	1179	0	0	2	4	0	0	0	7	3	3	0	0	1
I-LOC	0	0	0	3	0	1	11	2	2	0	0	2	5	0	0	0	0
I-MISC	1	2	1	17	0	4	27	14	2	1	3	8	34	0	0	0	1
I-ORG	3	0	3	31	0	2	143	10	5	0	8	16	61	10	0	7	0
I-PER	0	0	0	9	0	1	1	30	0	0	0	9	17	6	0	0	0
L-LOC	0	0	0	1	0	0	2	1	103	3	9	99	14	6	1	0	0
L-MISC	0	0	0	2	0	0	4	1	49	23	25	102	59	12	0	0	2
L-ORG	0	0	0	1	0	0	6	0	35	0	168	176	32	21	0	4	2
L-PER	0	0	0	2	0	0	0	1	14	0	4	1185	6	7	1	4	1
O	14	0	21	274	0	2	23	9	15	1	11	191	41827	277	28	14	52
U-LOC	14	0	2	36	0	0	0	0	6	0	1	47	75	1299	43	5	65
U-MISC	8	2	10	47	0	0	1	0	2	0	1	54	49	248	182	11	22
U-ORG	9	0	3	16	0	0	0	2	2	0	2	31	61	206	19	421	108
U-PER	0	1	1	15	0	0	0	0	0	0	0	50	85	191	9	16	236
f1:  (91.77212725361163, 57.12900096993211, 59.87800745509997, 58.47121111846458)
...training the model
Epoch: 1 Loss: 0.402478 Error: 0.113920 Time: 137.419706 seconds
Dev Err: 0.096982 Time: 8.731066 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	497	16	50	410	0	0	9	3	4	0	0	12	62	43	8	0	9
b-MISC	298	245	201	498	0	0	10	2	1	0	2	15	183	35	47	9	48
b-ORG	294	28	1113	841	0	0	11	0	0	0	0	0	110	80	36	72	37
b-PER	124	10	45	6074	0	1	6	25	1	0	0	40	15	26	0	1	11
i-LOC	0	0	0	22	118	8	59	98	14	0	2	5	53	0	0	0	0
i-MISC	8	12	8	168	58	55	165	156	26	2	13	47	265	3	0	0	3
i-ORG	14	0	64	262	55	15	1048	238	35	0	61	83	356	83	0	7	0
i-PER	0	0	0	46	24	3	13	1311	0	0	0	52	89	22	0	0	6
l-LOC	0	0	0	17	0	0	6	4	566	10	60	497	72	58	13	0	1
l-MISC	0	0	0	24	0	1	9	4	254	207	137	519	261	69	0	6	19
l-ORG	0	0	4	13	0	4	34	0	213	22	1097	956	127	133	3	39	34
l-PER	0	0	1	13	0	0	6	3	147	0	32	7910	27	65	3	24	40
o	59	9	120	1347	36	15	135	387	57	7	52	796	211161	1293	226	89	428
u-LOC	73	9	21	219	0	0	0	0	37	0	5	156	695	8166	449	70	828
u-MISC	45	22	61	406	0	0	5	0	11	4	2	243	420	1316	1490	41	380
u-ORG	29	5	22	116	0	1	2	0	6	2	12	121	516	1050	166	3003	1102
u-PER	1	10	1	107	0	0	0	1	2	0	1	261	568	1056	64	117	1839
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	113	3	10	90	0	0	1	1	1	0	0	1	11	5	2	0	1
B-MISC	62	40	27	90	0	0	2	0	0	0	1	3	33	6	7	2	6
B-ORG	60	7	180	149	0	0	1	0	0	0	0	0	18	12	1	11	6
B-PER	25	2	7	1172	0	0	1	3	0	0	0	6	3	5	0	0	1
I-LOC	0	0	0	6	0	1	8	0	2	0	0	1	8	0	0	0	0
I-MISC	1	3	1	26	0	6	21	8	4	0	2	9	32	1	0	0	1
I-ORG	3	0	8	38	0	2	129	8	7	0	9	14	62	12	0	7	0
I-PER	0	0	0	10	0	1	0	23	0	0	0	13	20	5	0	0	1
L-LOC	0	0	0	2	0	0	1	1	116	2	9	85	15	7	1	0	0
L-MISC	0	0	0	4	0	0	1	0	57	31	24	87	57	12	0	1	5
L-ORG	0	0	0	1	0	2	4	0	47	1	182	140	32	22	1	8	5
L-PER	0	0	0	2	0	0	0	0	27	0	4	1166	7	7	1	4	7
O	11	1	18	268	0	3	16	9	12	0	8	132	41963	210	33	19	56
U-LOC	12	1	3	33	0	0	0	0	10	0	0	21	88	1238	67	11	109
U-MISC	7	3	7	55	0	0	1	0	1	1	0	30	54	182	233	12	51
U-ORG	6	0	3	16	0	0	0	0	2	0	3	12	64	149	28	449	148
U-PER	0	3	0	13	0	0	0	0	1	0	0	36	91	146	12	16	286
f1:  (92.14399750788522, 57.80096308186196, 61.013215859030836, 59.363666336960094)
...training the model
Epoch: 1 Loss: 0.402586 Error: 0.113337 Time: 136.934050 seconds
Dev Err: 0.091591 Time: 8.730820 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	431	13	83	440	0	0	8	2	2	0	1	8	66	44	9	1	15
b-MISC	218	193	304	520	0	0	8	0	0	0	0	20	188	34	64	6	39
b-ORG	185	16	1217	842	0	0	10	0	0	0	0	0	101	74	51	91	35
b-PER	53	4	40	6151	0	1	11	22	2	0	0	47	15	20	1	0	12
i-LOC	0	0	0	14	104	6	72	102	13	0	2	9	57	0	0	0	0
i-MISC	0	0	9	157	45	33	215	137	19	2	24	69	277	0	0	0	2
i-ORG	8	0	70	206	42	10	1126	216	25	1	77	101	361	70	0	7	1
i-PER	0	0	0	42	13	0	19	1316	0	0	0	52	96	24	0	0	4
l-LOC	0	0	0	5	0	0	7	8	523	15	82	518	71	51	18	0	6
l-MISC	0	0	0	12	0	1	6	4	196	183	216	545	250	57	6	5	29
l-ORG	0	0	0	11	0	0	31	0	155	18	1267	890	121	111	5	43	27
l-PER	0	0	0	12	0	0	2	2	84	1	32	7988	20	46	4	31	49
o	31	8	143	1111	14	10	174	238	50	4	73	737	211694	1259	262	105	304
u-LOC	31	3	18	145	0	0	0	0	21	0	6	87	741	8525	478	80	593
u-MISC	17	6	74	315	0	0	5	0	2	2	5	185	434	1263	1786	48	304
u-ORG	13	2	21	103	0	0	0	2	2	0	18	88	549	1053	200	3104	998
u-PER	0	9	1	94	0	0	0	0	0	0	8	199	649	1145	73	123	1727
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	105	3	9	97	0	0	1	0	1	0	0	1	12	6	2	0	2
B-MISC	47	32	43	93	0	0	2	0	0	0	0	4	37	5	9	1	6
B-ORG	40	3	203	150	0	0	1	0	0	0	0	0	14	9	5	14	6
B-PER	12	1	5	1186	0	0	1	3	1	0	0	7	4	3	0	0	2
I-LOC	0	0	0	3	0	1	10	1	2	0	0	2	7	0	0	0	0
I-MISC	0	0	1	27	0	0	27	5	3	0	4	13	35	0	0	0	0
I-ORG	2	0	9	28	0	1	141	9	6	0	11	18	56	11	0	7	0
I-PER	0	0	0	8	0	0	2	24	0	0	0	13	20	5	0	0	1
L-LOC	0	0	0	1	0	0	2	1	104	4	14	90	15	4	3	0	1
L-MISC	0	0	0	3	0	0	0	1	43	26	40	96	53	8	1	1	7
L-ORG	0	0	0	2	0	0	4	0	31	2	206	140	32	17	1	5	5
L-PER	0	0	0	2	0	0	0	0	17	0	4	1177	5	7	1	5	7
O	8	2	21	226	0	2	18	8	9	0	11	124	42017	206	37	21	49
U-LOC	5	0	3	21	0	0	0	0	4	0	0	14	99	1282	68	11	86
U-MISC	3	0	11	45	0	0	1	0	1	0	1	25	54	172	268	14	42
U-ORG	3	0	3	12	0	0	0	1	1	0	2	10	72	149	32	461	134
U-PER	0	3	0	11	0	0	0	0	0	0	2	26	105	153	12	17	275
f1:  (92.49445115065613, 60.426154847104755, 62.9447644866147, 61.6597510373444)
...training the model
Epoch: 1 Loss: 0.403776 Error: 0.113708 Time: 137.660791 seconds
Dev Err: 0.094169 Time: 8.725122 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	419	6	77	464	0	0	9	3	2	0	0	13	61	49	9	0	11
b-MISC	205	211	282	510	0	0	9	0	0	0	4	20	182	48	62	6	55
b-ORG	181	14	1098	920	0	0	10	0	0	0	0	0	111	110	53	63	62
b-PER	24	1	31	6167	0	0	11	35	0	0	0	52	15	29	4	0	10
i-LOC	0	0	0	18	106	4	65	108	13	0	0	11	54	0	0	0	0
i-MISC	6	1	7	136	56	36	175	155	24	1	27	94	265	2	0	0	4
i-ORG	8	0	55	237	46	7	991	274	30	1	52	152	370	84	0	10	4
i-PER	0	0	0	27	8	0	8	1350	0	0	0	54	87	24	0	0	8
l-LOC	0	0	0	6	0	0	4	9	508	9	70	553	72	55	11	3	4
l-MISC	0	0	0	10	0	2	5	6	193	166	187	587	262	62	0	4	26
l-ORG	0	0	0	8	0	2	27	0	143	9	1149	1037	120	113	1	36	34
l-PER	0	0	0	13	0	0	0	4	51	0	24	8044	21	39	4	28	43
o	16	5	89	1071	10	14	102	325	29	5	91	1007	211305	1216	250	113	569
u-LOC	33	2	19	126	0	0	0	0	17	0	6	102	595	8412	454	95	867
u-MISC	18	14	58	287	0	0	5	0	5	3	5	174	389	1296	1635	62	495
u-ORG	7	0	15	71	0	0	0	2	3	0	13	89	430	1033	167	3101	1222
u-PER	0	1	2	59	0	0	0	1	0	0	1	218	512	1056	78	132	1968
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	97	2	12	103	0	0	1	0	1	0	0	2	11	8	1	0	1
B-MISC	44	35	41	94	0	0	2	0	0	0	1	4	35	5	8	1	9
B-ORG	37	3	180	165	0	0	1	0	0	0	0	0	20	16	5	10	8
B-PER	6	0	4	1191	0	0	1	5	0	0	0	8	3	4	1	0	2
I-LOC	0	0	0	5	0	1	9	0	2	0	0	2	7	0	0	0	0
I-MISC	1	0	1	21	0	2	22	10	3	0	5	14	34	1	0	0	1
I-ORG	2	0	5	33	0	0	126	12	6	0	7	23	65	12	0	8	0
I-PER	0	0	0	7	0	0	0	27	0	0	0	12	20	6	0	0	1
L-LOC	0	0	0	1	0	0	0	2	102	1	12	97	16	6	2	0	0
L-MISC	0	0	0	2	0	0	0	1	42	24	29	106	59	11	0	0	5
L-ORG	0	0	0	1	0	0	4	0	30	2	187	156	33	19	0	6	7
L-PER	0	0	0	2	0	0	0	0	10	0	4	1187	6	5	1	5	5
O	2	0	12	218	0	3	10	7	7	1	13	160	41978	209	36	21	82
U-LOC	5	1	1	14	0	0	0	0	2	0	1	9	79	1281	71	14	115
U-MISC	3	2	6	42	0	0	1	0	1	0	1	23	51	182	250	16	59
U-ORG	1	0	3	9	0	0	0	1	1	0	2	12	57	149	27	460	158
U-PER	0	0	0	6	0	0	0	0	0	0	0	30	79	146	13	18	312
f1:  (92.362057552276, 59.84885029747547, 63.06336834971196, 61.41407474630807)
...training the model
Epoch: 1 Loss: 0.403248 Error: 0.113445 Time: 137.513491 seconds
Dev Err: 0.103383 Time: 8.710241 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	479	8	64	422	0	0	7	2	4	0	5	13	57	51	10	0	1
b-MISC	280	272	202	479	0	0	9	0	3	0	1	18	175	59	60	7	29
b-ORG	274	42	1095	831	0	3	13	0	5	0	0	0	88	92	50	104	25
b-PER	121	13	112	5987	2	3	12	22	4	0	0	47	13	21	3	14	5
i-LOC	0	0	0	13	121	8	60	99	15	0	0	12	51	0	0	0	0
i-MISC	0	8	11	129	72	68	158	143	28	3	21	70	274	0	0	0	4
i-ORG	11	2	46	243	72	38	997	235	45	2	57	117	357	77	0	20	2
i-PER	0	0	0	33	36	9	23	1287	0	0	0	59	89	18	0	4	8
l-LOC	0	0	0	7	0	0	4	10	590	8	55	485	72	56	6	11	0
l-MISC	0	0	0	14	0	2	3	8	284	190	139	511	257	75	0	14	13
l-ORG	0	0	0	8	0	3	29	0	247	26	1118	918	111	100	5	98	16
l-PER	0	0	2	0	2	0	8	1	278	5	87	7750	18	62	1	38	19
o	51	13	114	1495	40	11	156	357	127	6	81	1323	209524	2065	268	235	351
u-LOC	41	7	7	142	0	0	0	0	55	0	22	228	534	8472	455	179	586
u-MISC	21	21	49	365	0	0	8	0	17	5	3	262	322	1622	1370	79	302
u-ORG	23	6	10	107	0	0	0	3	9	0	21	154	363	1195	157	3287	818
u-PER	2	8	0	73	0	0	0	1	10	0	0	248	490	1374	70	202	1550
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	113	3	9	91	0	0	1	0	1	0	1	2	10	6	2	0	0
B-MISC	59	49	25	84	0	0	2	0	1	0	0	3	32	9	9	3	3
B-ORG	56	7	184	144	0	0	2	0	1	0	0	0	14	12	5	17	3
B-PER	26	2	18	1154	0	1	2	3	1	0	0	8	3	3	1	2	1
I-LOC	0	0	0	3	0	1	10	0	2	0	0	3	7	0	0	0	0
I-MISC	0	2	1	18	1	6	22	10	5	0	3	11	35	0	0	0	1
I-ORG	2	1	6	36	0	4	124	9	9	0	9	18	61	11	0	9	0
I-PER	0	0	0	6	0	2	1	24	0	0	0	14	19	4	0	1	2
L-LOC	0	0	0	1	0	0	1	2	115	3	8	85	16	7	0	1	0
L-MISC	0	0	0	3	0	0	0	1	61	27	25	86	57	14	0	2	3
L-ORG	0	0	0	1	0	0	3	0	45	6	181	141	32	16	1	16	3
L-PER	0	0	0	0	0	0	1	0	45	1	12	1143	5	9	0	7	2
O	11	1	15	294	0	2	16	7	27	1	13	205	41714	327	35	38	53
U-LOC	5	0	1	21	0	0	0	0	8	0	5	27	71	1279	73	26	77
U-MISC	2	4	7	50	0	0	2	0	1	0	0	34	45	227	211	18	36
U-ORG	4	1	2	16	0	0	0	1	2	0	4	17	51	172	23	482	105
U-PER	0	3	0	5	0	0	0	0	2	0	0	35	85	188	10	27	249
f1:  (91.61442311436471, 56.39580397682793, 61.03015926804473, 58.62153145089104)
...training the model
Epoch: 1 Loss: 0.881088 Error: 0.112933 Time: 136.936799 seconds
Dev Err: 0.091936 Time: 8.697679 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	483	5	108	390	0	0	8	5	4	0	1	11	63	33	10	0	2
b-MISC	240	222	356	441	0	0	8	2	1	0	3	14	187	42	44	3	31
b-ORG	213	32	1343	731	0	0	14	0	0	0	0	3	113	67	16	49	41
b-PER	120	1	60	6043	0	1	17	58	0	0	0	33	15	23	1	0	7
i-LOC	0	0	0	12	117	3	88	91	13	0	2	3	50	0	0	0	0
i-MISC	6	12	16	117	55	40	274	127	28	3	15	29	263	1	0	0	3
i-ORG	9	1	98	140	58	7	1305	194	30	0	68	48	323	36	0	4	0
i-PER	0	0	0	30	27	1	26	1331	0	0	0	36	88	24	0	0	3
l-LOC	0	0	0	8	0	0	7	12	618	8	86	415	78	60	10	2	0
l-MISC	0	0	0	15	0	2	47	4	287	182	198	423	263	75	0	5	9
l-ORG	0	0	1	5	0	0	83	1	234	21	1282	738	112	124	5	55	18
l-PER	0	0	0	19	0	0	16	5	174	1	37	7874	30	60	4	27	24
o	58	4	137	1151	35	5	266	316	85	3	53	466	211674	1420	217	121	206
u-LOC	85	4	62	173	0	0	0	0	39	0	4	146	677	8637	477	80	344
u-MISC	50	4	99	313	0	0	6	0	19	4	4	187	454	1328	1768	51	159
u-ORG	27	7	55	120	0	0	1	1	5	0	28	136	498	1271	218	3043	743
u-PER	2	9	9	111	0	0	0	1	2	0	10	237	591	1543	61	140	1312
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	115	2	16	85	0	0	1	1	1	0	0	1	11	4	2	0	0
B-MISC	49	38	57	75	0	0	2	0	0	0	1	3	36	7	6	1	4
B-ORG	44	6	220	130	0	0	1	0	0	0	0	0	20	8	1	8	7
B-PER	27	0	8	1165	0	0	2	9	0	0	0	7	3	3	0	0	1
I-LOC	0	0	0	4	0	0	13	0	2	0	0	1	6	0	0	0	0
I-MISC	1	3	1	19	0	5	30	10	5	0	3	5	32	0	0	0	1
I-ORG	1	0	17	19	0	1	164	10	6	0	9	9	55	5	0	3	0
I-PER	0	0	0	5	0	0	2	33	0	0	0	9	18	5	0	0	1
L-LOC	0	0	0	1	0	0	1	2	122	2	14	72	17	6	1	1	0
L-MISC	0	0	0	3	0	0	8	0	63	34	27	69	57	16	0	1	1
L-ORG	0	0	1	1	0	0	16	0	48	1	207	106	32	18	1	10	4
L-PER	0	0	0	3	0	0	2	1	32	0	7	1154	8	10	1	4	3
O	8	0	18	227	0	2	32	6	16	0	11	79	42032	243	29	21	35
U-LOC	16	0	10	27	0	0	0	0	6	0	0	19	89	1296	70	13	47
U-MISC	8	0	13	42	0	0	1	0	4	0	1	24	55	183	268	14	24
U-ORG	5	2	10	18	0	0	0	0	1	0	3	12	59	178	36	460	96
U-PER	0	2	2	11	0	0	0	0	0	0	2	28	97	222	7	19	214
f1:  (92.53339044429734, 59.52226194345142, 62.06370721789224, 60.76642335766424)
...training the model
Epoch: 1 Loss: 0.400125 Error: 0.112713 Time: 138.729971 seconds
Dev Err: 0.097132 Time: 8.703411 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	485	4	37	442	0	0	8	3	4	0	0	13	64	56	5	0	2
b-MISC	340	221	158	507	0	0	5	3	0	0	2	18	192	54	36	3	55
b-ORG	310	19	1055	884	0	2	10	0	0	0	0	0	96	107	46	56	37
b-PER	54	0	24	6136	0	0	7	45	0	0	0	56	13	33	0	0	11
i-LOC	0	0	0	20	115	11	48	112	10	0	0	11	52	0	0	0	0
i-MISC	8	5	7	136	71	53	152	156	25	3	17	83	268	1	0	0	4
i-ORG	10	0	41	224	59	20	1097	272	32	3	71	95	315	73	0	9	0
i-PER	0	0	0	38	17	0	6	1352	0	0	0	44	81	22	0	0	6
l-LOC	0	0	0	5	0	0	3	10	530	10	59	556	69	55	3	0	4
l-MISC	0	0	0	12	0	0	4	8	222	189	134	593	257	69	0	2	20
l-ORG	0	0	0	10	0	0	23	0	164	30	1107	1049	114	121	0	25	36
l-PER	0	0	0	14	0	0	5	8	68	0	22	8017	19	68	0	25	25
o	32	4	84	1129	15	7	146	310	43	7	59	903	211122	1755	148	83	370
u-LOC	37	1	5	97	0	0	0	0	35	0	3	303	721	8613	261	66	586
u-MISC	28	6	39	270	0	0	5	0	7	2	1	323	494	1741	1115	52	363
u-ORG	19	2	7	84	0	0	0	3	8	1	17	174	520	1289	64	2963	1002
u-PER	1	6	0	53	0	0	0	1	2	0	4	276	641	1205	38	112	1689
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	114	1	5	95	0	0	1	0	1	0	0	2	12	8	0	0	0
B-MISC	67	38	20	90	0	0	1	1	0	0	1	3	35	9	4	1	9
B-ORG	61	4	177	151	0	0	1	0	0	0	0	0	16	16	5	8	6
